1001	21744216.613410227
1003	19428218.063114073
1005	21208534.44847778
1007	22225561.278916102
1009	24298033.205706738
1011	21576676.24035104
1013	20377461.1178173
1015	25049440.380726513
1017	23857590.8234499
1019	25808424.167422593
1021	22296287.835864194
1023	19878668.40836303
1025	19736710.90908555
1027	23931053.758804865
1029	25622859.367075875
1031	20278984.391138393
1033	23122195.110194687
1035	19845946.950165927
1037	22826617.730228715
1039	19875264.723729603
1041	20593196.821358852
1043	24060381.70353811
1045	20526570.077858794
1047	20902271.90371076
1049	25471156.174084365
1051	22325822.51805765
1053	19611003.90897007
1055	24937899.98655211
1057	22310557.482866723
1059	22781391.432809047
1061	19890604.960347906
1063	20954432.75517796
1065	21122479.630578395
1067	20674791.801456228
1069	20299430.285753805
1071	25391257.29977042
1073	24618293.467751436
1075	21881495.07186228
1077	23471722.53683735
1079	23575746.462658137
1081	23223059.910686888
1083	24627221.586740006
1085	21079531.875017952
1087	22214411.36304388
1089	25672894.602083694
1091	20310296.941326015
1093	22432005.28122927
1095	24939622.023198392
1097	19478873.112135265
1099	19822225.136441216
1101	21889389.29821927
1103	24522254.686952207
1105	21227693.796014994
1107	21398705.908395134
1109	20935996.003936227
1111	24790277.342695553
1113	22408966.367089126
1115	24337288.574896052
1117	23907906.75693196
1119	20464737.51493607
1121	23928717.313992534
1123	23110179.638418484
1125	22331878.501866013
1127	23298538.703134675
1129	19466771.915009383
1131	20281294.786264613
1133	23174736.06860917
2013	4180933.986264926
2016	11022605.983042898
2020	5598483.542175748
2050	4292173.180509676
2060	4481859.647348794
2063	5160510.754879635
2066	5170124.670971682
2068	4800319.428568366
2070	4395870.504767892
2090	4949143.977146615
2100	5889617.867632177
2105	5970138.817241354
2110	6084239.759819679
2122	4850220.834969285
2130	6721645.978288521
2150	4678192.525251127
2158	4129955.8436245667
2164	4502120.794042264
2170	4963327.255132043
2180	4091484.10842189
2185	4405570.878501759
2188	4230879.2951538395
2195	6300654.437236959
2198	6445625.384690041
2220	6084535.848542874
2230	5849144.506091444
2240	5087720.836723333
2275	6487050.155335414
2282	5465319.450536544
2290	4628287.356851847
4001	14435875.876799496
4003	13533024.399782756
4005	15089343.490154216
4007	15201430.228712047
4009	14199028.997398796
4011	14039178.130263215
4012	17254431.836182415
4013	17491172.456064843
4015	16567158.800142178
4017	14632770.444677852
4019	15103377.186600525
4021	15935803.007371413
4023	13782712.328969698
4025	16397291.567408541
4027	16467628.74526694
5001	20492063.63513469
5003	19745051.79158399
5005	20819813.59603661
5007	21160775.994197104
5009	20683316.67585629
5011	19844639.154027402
5013	19887515.95001825
5015	20677131.048246145
5017	19845195.866880883
5019	20066629.663120646
5021	21941829.805752374
5023	20846000.25088396
5025	20083541.318603057
5027	19920322.178605422
5029	20714187.604373787
5031	21927195.377343383
5033	20525324.250451613
5035	22753313.771127723
5037	21574765.036004018
