1001	0.00
1003	2533693098.05
1005	0.00
1007	0.00
1009	0.00
1011	0.00
1013	0.00
1015	0.00
1017	0.00
1019	0.00
1021	0.00
1023	0.00
1025	0.00
1027	91375957.01
1029	0.00
1031	0.00
1033	28794546.10
1035	0.00
1037	0.00
1039	0.00
1041	0.00
1043	0.00
1045	0.00
1047	0.00
1049	0.00
1051	0.00
1053	0.00
1055	186138027.60
1057	0.00
1059	0.00
1061	0.00
1063	0.00
1065	0.00
1067	0.00
1069	0.00
1071	0.00
1073	689356760.35
1075	0.00
1077	0.00
1079	0.00
1081	0.00
1083	0.00
1085	0.00
1087	0.00
1089	549398678.84
1091	0.00
1093	0.00
1095	131166076.58
1097	600182137.68
1099	0.00
1101	651481569.07
1103	25310771.02
1105	0.00
1107	0.00
1109	0.00
1111	0.00
1113	0.00
1115	0.00
1117	26420614.37
1119	0.00
1121	70940652.14
1123	0.00
1125	0.00
1127	0.00
1129	0.00
1131	0.00
1133	0.00
2013	0.00
2016	0.00
2020	919810980.71
2050	0.00
2060	0.00
2063	0.00
2066	0.00
2068	156861291.95
2070	0.00
2090	614487364.86
2100	163810642.98
2105	179447151.26
2110	904277592.24
2122	1046421175.04
2130	527096355.29
2150	25626769.38
2158	0.00
2164	0.00
2170	527422089.92
2180	176115123.83
2185	0.00
2188	3200703.16
2195	0.00
2198	0.00
2220	406424694.30
2230	934601970.66
2240	0.00
2275	69974261.62
2282	0.00
2290	0.00
4001	271921384.51
4003	1377415820.65
4005	3519834126.39
4007	0.00
4009	0.00
4011	0.00
4012	0.00
4013	4115140473.47
4015	465184004.37
4017	183039425.30
4019	1725612621.86
4021	952932016.23
4023	0.00
4025	5138301757.11
4027	300100676.53
5001	0.00
5003	0.00
5005	59059860.61
5007	437144315.12
5009	0.00
5011	51437429.44
5013	0.00
5015	1243688233.55
5017	0.00
5019	0.00
5021	0.00
5023	0.00
5025	0.00
5027	0.00
5029	171616404.77
5031	0.00
5033	0.00
5035	0.00
5037	0.00
5039	0.00
5041	0.00
5043	0.00
5045	0.00
5047	0.00
5049	0.00
5051	0.00
5053	0.00
5055	0.00
5057	24229974.26
5059	2283839281.60
5061	0.00
5063	0.00
5065	0.00
5067	0.00
5069	0.00
5071	0.00
5073	0.00
5075	0.00
5077	0.00
5079	0.00
5081	0.00
5083	0.00
5085	0.00
5087	16408737.61
5089	0.00
5091	0.00
5093	0.00
5095	0.00
5097	101341019.11
5099	0.00
5101	0.00
5103	0.00
5105	0.00
5107	0.00
5109	282989208.72
5111	0.00
5113	0.00
5115	0.00
5117	0.00
5119	770513022.96
5121	0.00
5123	0.00
5125	0.00
5127	0.00
5129	0.00
5131	133590491.08
5133	0.00
5135	0.00
5137	212103764.29
5139	0.00
5141	0.00
5143	0.00
5145	0.00
5147	0.00
5149	0.00
6001	211292018.61
6003	0.00
6005	0.00
6007	0.00
6009	35355961.40
6011	0.00
6013	8290710.26
6015	375660773.25
6017	639819714.88
6019	145605162.36
6021	0.00
6023	152470627.82
6025	0.00
6027	469261132.48
6029	94600314.46
6031	0.00
6033	0.00
6035	0.00
6037	5565168710.39
6039	35369718.58
6041	801537652.41
6043	786388662.78
6045	380081965.93
6047	0.00
6049	51524361.11
6051	0.00
6053	912410034.14
6055	937001569.26
6057	0.00
6059	2155941010.20
6061	87275110.55
6063	0.00
6065	1787366048.77
6067	0.00
6069	101906524.57
6071	281059608.66
6073	4977183935.23
6075	3922227143.90
6077	0.00
6079	1113670911.88
6081	115038198.98
6083	983650832.06
6085	158745323.41
6087	1088904222.85
6089	113219963.86
6091	0.00
6093	0.00
6095	2173004578.68
6097	2746689335.26
6099	136376138.45
6101	142718595.97
6103	62099814.17
6105	0.00
6107	103814314.39
6109	115934551.45
6111	594611872.11
6113	0.00
6115	0.00
8001	3113399588.45
8003	271356948.44
8005	11067537.97
8007	700363040.94
8009	0.00
8011	0.00
8013	506749677.82
8014	0.00
8015	933908732.07
8017	0.00
8019	1270848365.11
8021	0.00
8023	0.00
8025	0.00
8027	154166126.34
8029	0.00
8031	0.00
8033	0.00
8035	0.00
8037	1192295605.65
8039	0.00
8041	2610100687.49
8043	886391579.22
8045	585623465.89
8047	89947476.17
8049	0.00
8051	280511317.91
8053	70953069.59
8055	0.00
8057	0.00
8059	225978039.60
8061	0.00
8063	0.00
8065	248034644.12
8067	313543084.82
8069	1798849509.78
8071	0.00
8073	0.00
8075	0.00
8077	173492408.02
8079	0.00
8081	0.00
8083	292983765.28
8085	0.00
8087	0.00
8089	0.00
8091	1031932858.27
8093	166037455.23
8095	0.00
8097	243165387.59
8099	0.00
8101	86246771.95
8103	0.00
8105	620945162.24
8107	1269967089.66
8109	0.00
8111	336490728.33
8113	275887730.84
8115	0.00
8117	1493222991.32
8119	339502977.59
8121	0.00
8123	0.00
8125	0.00
9001	128673171.84
9003	583536183.11
9005	29260690.28
9007	319429611.50
9009	0.00
9011	0.00
9013	0.00
