State Name,State Abbr,County Name,Has Airport,Has Ferry Terminal,Has Train Station
Georgia,GA,Jackson County,0,0,0
Kansas,KS,Anderson County,0,0,0
Illinois,IL,Knox County,0,0,1
Montana,MT,Wheatland County,0,0,0
Tennessee,TN,Cannon County,0,0,0
Maine,ME,Franklin County,0,0,0
Kentucky,KY,Menifee County,0,0,0
South Dakota,SD,Mcpherson County,0,0,0
Colorado,CO,Gunnison County,1,0,0
Michigan,MI,Charlevoix County,0,1,0
Minnesota,MN,Swift County,0,0,0
Ohio,OH,Seneca County,0,0,0
Georgia,GA,Tattnall County,0,0,0
Texas,TX,Stephens County,0,0,0
North Carolina,NC,Martin County,0,0,0
Montana,MT,Ravalli County,0,0,0
Georgia,GA,Wilkes County,0,0,0
Washington,WA,Lincoln County,0,1,1
California,CA,San Mateo County,1,1,1
Ohio,OH,Williams County,0,0,1
Colorado,CO,Baca County,0,0,0
Idaho,ID,Boundary County,0,0,0
Idaho,ID,Bear Lake County,0,0,0
Ohio,OH,Union County,0,0,0
Ohio,OH,Cuyahoga County,1,1,1
Texas,TX,Lavaca County,0,0,0
Oklahoma,OK,Nowata County,0,0,0
Georgia,GA,Glascock County,0,0,0
Oregon,OR,Umatilla County,1,0,0
South Dakota,SD,Oglala Lakota County,0,0,0
Kansas,KS,Marshall County,0,0,0
Louisiana,LA,Madison Parish,0,0,0
Montana,MT,Valley County,1,0,1
Georgia,GA,Whitfield County,0,0,0
Kansas,KS,Wichita County,0,0,0
South Dakota,SD,Charles Mix County,0,0,0
Nebraska,NE,Cedar County,0,0,0
Washington,WA,Kitsap County,1,1,0
Illinois,IL,Mchenry County,0,0,1
Montana,MT,Petroleum County,0,0,0
Missouri,MO,Carroll County,0,0,0
Washington,WA,Whitman County,1,0,0
Minnesota,MN,Steele County,0,0,0
Nebraska,NE,Thayer County,0,0,0
Tennessee,TN,Crockett County,0,0,0
Iowa,IA,Hamilton County,0,0,0
Ohio,OH,Warren County,0,0,1
Georgia,GA,Spalding County,0,0,0
New Jersey,NJ,Hunterdon County,0,0,1
Missouri,MO,Vernon County,0,0,0
Indiana,IN,Parke County,0,0,0
Iowa,IA,Franklin County,0,0,0
Georgia,GA,Butts County,0,0,0
Colorado,CO,Elbert County,0,0,0
Rhode Island,RI,Bristol County,0,1,0
Texas,TX,Bosque County,0,0,0
Rhode Island,RI,Newport County,0,1,1
Ohio,OH,Fairfield County,0,0,0
North Dakota,ND,Pierce County,0,0,1
Illinois,IL,Carroll County,0,0,0
Minnesota,MN,Red Lake County,0,0,0
Oregon,OR,Jefferson County,0,0,0
Tennessee,TN,Cheatham County,0,0,0
South Dakota,SD,Union County,0,0,0
Alabama,AL,Elmore County,0,0,0
Georgia,GA,Lumpkin County,0,0,0
Ohio,OH,Knox County,0,0,0
Iowa,IA,Bremer County,0,0,0
Texas,TX,Goliad County,0,0,0
North Carolina,NC,Henderson County,0,0,0
Florida,FL,Indian River County,1,0,0
Texas,TX,Roberts County,0,0,0
Nebraska,NE,Deuel County,0,0,0
New York,NY,Livingston County,0,0,0
Iowa,IA,O'Brien County,0,0,0
Texas,TX,Callahan County,0,0,0
Texas,TX,Rains County,0,0,0
Kansas,KS,Grant County,0,0,0
Virginia,VA,Lee County,0,0,0
New Mexico,NM,Sierra County,1,0,0
Arkansas,AR,Drew County,1,0,0
Nebraska,NE,Morrill County,0,0,0
Missouri,MO,Benton County,0,0,0
Arkansas,AR,Pike County,0,0,0
Colorado,CO,Mesa County,1,0,1
Missouri,MO,Dent County,0,0,0
Virginia,VA,Tazewell County,0,0,0
Pennsylvania,PA,Pike County,0,0,0
Pennsylvania,PA,Susquehanna County,0,0,0
Texas,TX,Morris County,0,0,0
Pennsylvania,PA,Washington County,0,0,0
Vermont,VT,Addison County,0,1,1
Kansas,KS,Leavenworth County,0,0,0
Michigan,MI,Muskegon County,1,1,0
Alaska,AK,Copper River Census Area,1,0,0
Alaska,AK,Chugach Census Area,1,1,1
Mississippi,MS,Hinds County,0,0,1
Texas,TX,Lampasas County,0,0,0
Virginia,VA,Loudoun County,1,0,1
Missouri,MO,St. Clair County,0,0,0
New York,NY,Delaware County,0,0,1
Montana,MT,Phillips County,0,0,1
Missouri,MO,Mercer County,0,0,0
Washington,WA,Mason County,0,0,0
North Carolina,NC,Nash County,1,0,1
Virginia,VA,York County,0,0,0
Missouri,MO,Pettis County,0,0,1
Montana,MT,Missoula County,1,0,0
Kansas,KS,Chautauqua County,0,0,0
Texas,TX,Upshur County,0,0,0
Virginia,VA,Culpeper County,0,0,1
Oklahoma,OK,Haskell County,0,0,0
West Virginia,WV,Ohio County,1,0,0
West Virginia,WV,Morgan County,0,0,0
Virginia,VA,Rockingham County,0,0,0
Indiana,IN,Whitley County,0,0,0
California,CA,Siskiyou County,0,0,1
South Dakota,SD,Day County,0,0,0
Louisiana,LA,Orleans Parish,1,1,1
Alabama,AL,Jefferson County,1,0,1
Alabama,AL,Walker County,0,0,0
Missouri,MO,Dekalb County,0,0,0
Florida,FL,Gadsden County,0,0,0
Georgia,GA,Dade County,0,0,0
Mississippi,MS,Desoto County,0,0,0
Virginia,VA,Warren County,0,0,0
Illinois,IL,Edwards County,0,0,0
Tennessee,TN,Madison County,1,0,0
Alabama,AL,Randolph County,0,0,0
North Carolina,NC,Ashe County,0,0,0
Colorado,CO,Dolores County,0,0,0
Ohio,OH,Licking County,0,0,0
Virginia,VA,Manassas City,0,0,1
Arkansas,AR,Union County,1,0,0
Illinois,IL,Henderson County,0,0,0
Alabama,AL,Montgomery County,1,0,0
Colorado,CO,Arapahoe County,1,0,0
Kentucky,KY,Marion County,0,0,0
Washington,WA,Skagit County,0,1,1
Mississippi,MS,Jones County,1,0,0
Wisconsin,WI,Columbia County,0,1,1
North Carolina,NC,Brunswick County,0,1,0
Minnesota,MN,Clearwater County,0,0,0
Virginia,VA,Northampton County,0,0,0
Kansas,KS,Rooks County,0,0,0
Indiana,IN,Fayette County,0,0,1
Nebraska,NE,Hall County,1,0,0
Nebraska,NE,Hamilton County,0,0,0
Nebraska,NE,Loup County,0,0,0
Montana,MT,Sheridan County,0,0,0
Nebraska,NE,Frontier County,0,0,0
Alabama,AL,Bibb County,0,0,0
Mississippi,MS,Lauderdale County,1,0,1
Minnesota,MN,Big Stone County,0,0,0
Minnesota,MN,Blue Earth County,0,0,0
Virginia,VA,Highland County,0,0,0
Virginia,VA,Spotsylvania County,0,0,1
New Hampshire,NH,Strafford County,0,0,1
Georgia,GA,Houston County,1,0,0
Michigan,MI,Delta County,1,0,0
Arkansas,AR,Sebastian County,1,0,0
California,CA,Santa Cruz County,0,0,1
Georgia,GA,Mcintosh County,0,0,0
Georgia,GA,Monroe County,0,0,0
Missouri,MO,Dunklin County,0,0,0
Texas,TX,Wheeler County,0,0,0
Georgia,GA,Forsyth County,0,0,0
Texas,TX,San Patricio County,0,0,0
Mississippi,MS,Walthall County,0,0,0
Missouri,MO,Monroe County,0,0,0
Michigan,MI,Isabella County,0,0,0
Texas,TX,Moore County,0,0,0
South Carolina,SC,Calhoun County,0,0,0
Wyoming,WY,Sublette County,1,0,0
Kentucky,KY,Fleming County,0,0,0
Wisconsin,WI,Clark County,0,0,0
South Carolina,SC,York County,0,0,0
Indiana,IN,Adams County,0,0,0
Louisiana,LA,Ascension Parish,0,0,0
Pennsylvania,PA,Union County,0,0,0
Virginia,VA,Chesterfield County,0,0,1
Louisiana,LA,Acadia Parish,0,0,0
Pennsylvania,PA,Crawford County,0,0,0
South Dakota,SD,Tripp County,0,0,0
Iowa,IA,Guthrie County,0,0,0
Iowa,IA,Washington County,0,0,0
South Dakota,SD,Sanborn County,0,0,0
Oklahoma,OK,Grady County,0,0,0
West Virginia,WV,Kanawha County,1,0,0
Wisconsin,WI,St. Croix County,1,0,0
Pennsylvania,PA,Venango County,1,0,1
Ohio,OH,Summit County,1,0,1
Georgia,GA,Glynn County,1,0,0
Texas,TX,Webb County,1,0,0
North Carolina,NC,Montgomery County,0,0,0
Maine,ME,Aroostook County,1,0,0
Mississippi,MS,Jefferson Davis County,0,0,0
Indiana,IN,Washington County,0,0,0
Texas,TX,Blanco County,0,0,0
Virginia,VA,Brunswick County,0,0,0
Tennessee,TN,Dyer County,0,0,0
Tennessee,TN,Gibson County,0,0,0
Virginia,VA,Prince George County,0,0,0
Arkansas,AR,Lawrence County,0,0,1
North Dakota,ND,Eddy County,0,0,0
Washington,WA,Pierce County,1,1,1
Idaho,ID,Lincoln County,0,0,0
Pennsylvania,PA,Lancaster County,1,0,1
Wisconsin,WI,Juneau County,1,0,0
Tennessee,TN,Scott County,0,0,0
South Dakota,SD,Corson County,0,0,0
South Dakota,SD,Gregory County,0,0,0
North Carolina,NC,Vance County,0,0,0
Kentucky,KY,Caldwell County,0,0,0
South Carolina,SC,Barnwell County,0,0,0
Tennessee,TN,Decatur County,0,0,0
Indiana,IN,Blackford County,0,0,0
Alabama,AL,Etowah County,0,0,0
Idaho,ID,Camas County,0,0,0
Kansas,KS,Reno County,1,0,1
Tennessee,TN,Maury County,0,0,0
Wyoming,WY,Goshen County,0,0,0
Wisconsin,WI,Rusk County,0,0,0
Wisconsin,WI,Waukesha County,0,0,1
Kentucky,KY,Garrard County,0,0,0
Massachusetts,MA,Norfolk County,1,1,1
Indiana,IN,Hendricks County,0,0,0
Illinois,IL,Jackson County,1,0,1
South Carolina,SC,Georgetown County,0,1,0
North Dakota,ND,Hettinger County,0,0,0
Utah,UT,Grand County,1,0,0
Utah,UT,Tooele County,1,0,0
Virginia,VA,Hampton City,1,0,0
Wisconsin,WI,Buffalo County,0,0,0
Virginia,VA,Frederick County,0,0,0
West Virginia,WV,Lewis County,0,0,0
Minnesota,MN,Polk County,0,0,0
Minnesota,MN,Redwood County,1,0,0
Tennessee,TN,Fayette County,0,0,0
Louisiana,LA,St. Charles Parish,0,0,0
Arkansas,AR,Poinsett County,0,0,0
Florida,FL,Gulf County,0,0,0
Tennessee,TN,Hamblen County,0,0,0
Alabama,AL,Chilton County,0,0,0
Texas,TX,Newton County,0,0,0
Texas,TX,Hockley County,0,0,0
Georgia,GA,Baldwin County,0,0,0
North Carolina,NC,Transylvania County,0,0,0
North Carolina,NC,Surry County,0,0,0
Alabama,AL,Coffee County,0,0,0
Ohio,OH,Shelby County,0,0,0
Idaho,ID,Canyon County,0,0,0
Montana,MT,Daniels County,0,0,0
Florida,FL,Leon County,1,0,0
Oklahoma,OK,Payne County,1,0,0
Alabama,AL,Covington County,1,0,0
Indiana,IN,Lawrence County,0,0,0
Kansas,KS,Gray County,0,0,0
Kentucky,KY,Casey County,0,0,0
Kentucky,KY,Metcalfe County,0,0,0
Kentucky,KY,Russell County,0,0,0
Louisiana,LA,Beauregard Parish,1,0,0
Maine,ME,Somerset County,0,0,0
Oklahoma,OK,Cimarron County,0,0,0
Kentucky,KY,Meade County,0,0,0
Kentucky,KY,Nelson County,0,0,0
Kentucky,KY,Owen County,0,0,0
Missouri,MO,Pemiscot County,0,0,0
Nebraska,NE,Nance County,0,0,0
Wisconsin,WI,Menominee County,0,0,0
Texas,TX,Panola County,0,0,0
Kentucky,KY,Bath County,0,0,0
Texas,TX,Anderson County,0,0,1
Virginia,VA,Caroline County,0,0,0
Iowa,IA,Sioux County,0,0,0
California,CA,Glenn County,0,0,0
Missouri,MO,St. Louis City,0,0,1
Georgia,GA,Fannin County,0,0,1
South Dakota,SD,Grant County,0,0,0
South Dakota,SD,Marshall County,0,0,0
Washington,WA,Thurston County,1,0,0
Nebraska,NE,Knox County,0,0,0
New Mexico,NM,Valencia County,0,0,1
Montana,MT,Prairie County,0,0,0
Iowa,IA,Allamakee County,0,0,0
Texas,TX,Cameron County,1,0,0
Texas,TX,Montgomery County,1,0,0
Colorado,CO,Las Animas County,0,0,1
Texas,TX,Llano County,0,0,0
Texas,TX,Mason County,0,0,0
North Carolina,NC,Clay County,0,0,0
New York,NY,Orange County,1,1,1
New York,NY,Schenectady County,1,0,1
West Virginia,WV,Mingo County,0,0,0
Kansas,KS,Wabaunsee County,0,0,0
Minnesota,MN,Houston County,0,0,0
Kentucky,KY,Nicholas County,0,0,0
Massachusetts,MA,Plymouth County,0,1,1
New York,NY,Bronx County,0,1,1
North Carolina,NC,Dare County,0,1,0
Ohio,OH,Medina County,0,0,1
Pennsylvania,PA,Armstrong County,0,0,0
New Jersey,NJ,Atlantic County,1,0,1
Wisconsin,WI,Manitowoc County,0,1,0
Wisconsin,WI,Door County,0,1,0
North Carolina,NC,Columbus County,0,0,0
Ohio,OH,Gallia County,0,0,0
Texas,TX,Taylor County,1,0,0
Virginia,VA,Colonial Heights City,0,0,0
Ohio,OH,Coshocton County,0,0,0
Nebraska,NE,Perkins County,0,0,0
Texas,TX,Hartley County,1,0,0
Colorado,CO,Grand County,0,0,1
Texas,TX,Jim Wells County,1,0,0
Iowa,IA,Winnebago County,0,0,0
California,CA,San Luis Obispo County,1,0,1
Alabama,AL,Henry County,0,0,0
Ohio,OH,Wyandot County,0,0,0
Texas,TX,Zapata County,0,0,0
Georgia,GA,Lee County,0,0,0
Kentucky,KY,Boyd County,0,0,1
Minnesota,MN,Carver County,0,0,0
Nebraska,NE,Colfax County,0,0,0
South Carolina,SC,Chesterfield County,0,0,0
Tennessee,TN,Lewis County,0,0,0
Oregon,OR,Washington County,1,0,1
Virginia,VA,Virginia Beach City,1,0,0
Montana,MT,Madison County,0,0,1
Virginia,VA,Lancaster County,0,1,0
Missouri,MO,Bates County,0,0,0
New Hampshire,NH,Belknap County,0,0,1
Virginia,VA,Richmond County,0,0,0
Alaska,AK,Skagway Municipality,0,1,1
Alaska,AK,Hoonah-Angoon Census Area,1,1,0
Washington,WA,Franklin County,1,0,1
Iowa,IA,Ida County,0,0,0
Kansas,KS,Sedgwick County,1,0,0
Texas,TX,Travis County,1,0,1
Florida,FL,Hillsborough County,1,0,1
New Jersey,NJ,Mercer County,1,0,1
Nebraska,NE,Butler County,0,0,0
Pennsylvania,PA,Westmoreland County,1,0,1
Florida,FL,Charlotte County,1,0,0
Iowa,IA,Cass County,0,0,0
Ohio,OH,Mercer County,0,0,0
Kentucky,KY,Johnson County,0,0,0
Rhode Island,RI,Kent County,1,0,1
Vermont,VT,Windham County,0,0,1
Vermont,VT,Orleans County,0,0,0
Kansas,KS,Jackson County,0,0,0
Louisiana,LA,Franklin Parish,0,0,0
Mississippi,MS,Webster County,0,0,0
Massachusetts,MA,Franklin County,0,0,1
Nebraska,NE,Cherry County,1,0,0
Montana,MT,Beaverhead County,0,0,0
Missouri,MO,New Madrid County,0,0,0
Arkansas,AR,Hempstead County,0,0,1
Missouri,MO,Camden County,0,0,0
Virginia,VA,Mecklenburg County,1,0,0
Kentucky,KY,Webster County,0,0,0
Oklahoma,OK,Garfield County,1,0,0
Washington,WA,Skamania County,0,0,0
Michigan,MI,Lenawee County,0,0,1
Georgia,GA,Gilmer County,0,0,0
Minnesota,MN,Roseau County,0,0,0
Mississippi,MS,Madison County,0,0,0
Texas,TX,Howard County,0,0,0
West Virginia,WV,Wayne County,1,0,0
Connecticut,CT,Fairfield,1,0,1
Connecticut,CT,Hartford,1,1,1
Connecticut,CT,Litchfield,0,0,0
Connecticut,CT,Middlesex,0,1,1
Connecticut,CT,Newhaven,1,1,1
Connecticut,CT,Newlondon,1,1,1
Connecticut,CT,Tolland,0,0,0
Connecticut,CT,Windham,0,0,0
