id,Latitude,Longitude,Area
1001,32.53492017367085,-86.64274923980699,1894.814342319185
1003,30.660970047288995,-87.74984055383271,6511.147252512796
1005,31.869603244744802,-85.39319697563072,2799.232218172883
1007,32.99864310928269,-87.12643963203328,1971.0908494907217
1009,33.98086738267196,-86.5673709638263,2023.9300157394073
1011,32.100554221446885,-85.7156972223035,1940.6142360049225
1013,31.752433942007315,-86.68028921563347,2449.0393891412064
1015,33.7714324493309,-85.82603085641108,1889.163599490817
1017,32.91437222977551,-85.39204294896062,1858.06113482629
1019,34.17595596764691,-85.6037937154049,1842.9093071302368
1021,32.84784848135231,-86.7188112719768,2195.996071253239
1023,32.01961077822923,-88.2632012732688,2958.1143605377206
1025,31.676659580196336,-87.8308098506501,4006.8509536222086
1027,33.26908586733415,-85.86054708469251,1874.8444363041215
1029,33.67455771741423,-85.5187680007624,1725.3018381085108
1031,31.4026271795187,-85.98820692631328,2126.4144235584663
1033,34.70043379511723,-87.80498528098009,1962.8307729452579
1035,31.429271543421343,-86.99367420961246,2700.2179975875824
1037,32.93622683017198,-86.2476592624782,2074.6951710439585
1039,31.248492398758273,-86.45124254405715,3283.863321486727
1041,31.731500175138585,-86.31353889363282,1914.3773779777239
1043,34.131941071070905,-86.8676194632721,2355.7458584485576
1045,31.431827069825463,-85.61103681820732,1749.454765845003
1047,32.32597370902158,-87.10647632575797,3138.0376063600775
1049,34.45976662489966,-85.80414373090854,2394.4742122546077
1051,32.596648048349266,-86.14914652545933,2046.3474954047408
1053,31.12612254650166,-87.16161986486856,3029.417725597178
1055,34.0452543961927,-86.03476231323826,1694.9752632547425
1057,33.721206144485514,-87.73886196121276,1989.6751791497725
1059,34.44167063841153,-87.84381198455813,2039.0258217436442
1061,31.095016691678993,-85.83898489425647,1808.0506330477274
1063,32.85313884232715,-87.95223091581856,2101.684354604521
1065,32.76266422405722,-87.62911768334428,2082.755395739628
1067,31.514694420218984,-85.24140633670773,1758.0135203174475
1069,31.15318797177888,-85.30252738343566,1803.5143792491633
1071,34.779412632493454,-85.99929507870813,3467.9996671312542
1073,33.554327895518846,-86.8963978294121,3518.6700858141876
1075,33.77920580582334,-88.09689885423661,1922.5241485979502
1077,34.90137238398196,-87.65399800670055,2258.633428465159
1079,34.52165201663322,-87.3110445127427,2245.8148874584876
1081,32.60113634661622,-85.35556226992608,1899.015507238891
1083,34.810078314411406,-86.98137476291079,1890.8158277208402
1085,32.15475001903269,-86.65010768220085,2277.5403850498133
1087,32.38597369411668,-85.69266866145242,1900.6214666123853
1089,34.763089703650216,-86.5502065168421,2518.1357897911007
1091,32.24761341177563,-87.78951929256615,3132.519107098136
1093,34.13654969553285,-87.88713836404669,2350.1682520993777
1095,34.366962337246584,-86.30663729819562,1928.797281929699
1097,30.685151206940123,-88.19752379023207,5313.424120563463
1099,31.570834024745384,-87.36543751075975,3289.693435636619
1101,32.220257983902336,-86.20761429585305,2497.4676768102468
1103,34.453471903837126,-86.85292198389459,1865.8081530767736
1105,32.63846565594572,-87.2944007871575,2287.7897452371058
1107,33.280877026913785,-88.08868813093629,2833.6605461498375
1109,31.802708493057345,-85.94090814748941,2097.871861676549
1111,33.29378734469912,-85.45907015710692,1798.0985522774558
1113,32.2883797057716,-85.18496262140746,1994.0985227302285
1115,33.715730567392406,-86.31459538235666,2028.5936177289805
1117,33.26427014896337,-86.66063854334399,2529.711664060483
1119,32.591017530783255,-88.19878960894061,2922.473833115
1121,33.38006160988815,-86.16590368724387,2360.03133329679
1123,32.8624049394673,-85.79750224243035,2373.087445937182
1125,33.28954985507358,-87.52502627599381,4269.4646643539545
1127,33.80333473410353,-87.29735738303248,2530.0698086085063
1129,31.40760378747015,-88.20787680354952,3505.4216506719613
1131,31.9892401938266,-87.30820176186654,2877.5501046551926
1133,34.149225104616974,-87.37368341122514,1983.9127849023912
2013,55.22452101753062,-161.9472287468522,55747.60189066049
2016,52.6802200890215,-92.4880742871479,51126.089413949885
2020,61.148303300241494,-149.19000806892717,6561.058306978393
2050,60.84901078323897,-160.1958335718882,151906.0691588434
2060,58.73325606818953,-156.9810152484726,2971.4031218057
2063,60.61008349663307,-146.13054152791454,51588.51130778456
2066,61.88343954057805,-143.96800596825784,83629.63126755631
2068,63.67151399800842,-150.01165729953533,40764.81189150835
2070,59.7139951133289,-158.34827018870337,70644.24971341639
2090,64.80776615639442,-146.56542285472725,23491.447132840123
2100,59.075972783910636,-135.4701794290903,9516.514079495382
2105,58.209451532567755,-135.55938664573395,33760.60684497442
2110,58.44394721775063,-134.23031788406237,11384.49066143847
2122,60.119417285108916,-151.6980545415014,84885.59755230801
2130,55.488527114309186,-131.03050719913884,24467.84155132223
2150,57.66281119531317,-153.757515910656,43789.73126962709
2158,62.1600127110498,-163.52546478438578,63617.51102854629
2164,58.279073233494955,-156.54731727024586,120014.56623346858
2170,62.30424443154375,-149.58147548893402,83327.77849046125
2180,64.83545052259818,-164.24432261636076,87674.24307308129
2185,69.36341184609266,-153.51060548124977,279375.89625172986
2188,67.00817244319957,-160.0069785365713,122924.1511329004
2195,57.114024392198154,-133.00243100985924,13684.139604744141
2198,55.72717282915173,-133.1929994282565,40260.54899888287
2220,57.1797757863048,-135.3049651194251,17338.922409881547
2230,59.56001336930318,-135.33669026326743,1527.2254214045092
2240,63.87622223294162,-143.2128868229721,80575.75036612707
2275,56.29364062661569,-132.12920215404588,12623.242694709692
2282,59.863193247046006,-140.3806446572332,31545.88364048807
2290,65.50874897285784,-151.38906346257258,461770.2260228065
4001,35.39552879681373,-109.48884962240597,49961.415383603126
4003,31.879627478566896,-109.75126300522564,29667.5902312569
4005,35.83872485846635,-111.77052101379986,86082.1454924559
4007,33.79970236582229,-110.81163686388477,22575.399194296748
4009,32.932662704520126,-109.88745162756258,21781.048121743133
4011,33.21540166909241,-109.24035541175873,8509.73512734277
4012,33.72938684052095,-113.98157752102561,22742.895065935147
4013,33.349039435493324,-112.49151143841013,45432.08703738827
4015,35.70406827090944,-113.75790309346014,64731.51406282556
4017,35.399550336791705,-110.32141934750373,45058.01994604863
4019,32.09739870528064,-111.78986399447216,45722.405865509994
4021,32.90436597266241,-111.3447396513087,26048.3060234726
4023,31.52595837273391,-110.84651268039788,6093.50526026959
4025,34.5998444338723,-112.55373566897924,39035.6945278256
4027,32.769619918498236,-113.90561548044276,28378.542745380317
5001,34.28918711732516,-91.37422202361205,3439.0553691505793
5003,33.191204715146064,-91.76845387954562,3154.7446404430525
5005,36.287167830140824,-92.33696515534088,1941.7112105102412
5007,36.33873649355351,-94.25611321211767,3005.4622590109607
5009,36.30863910718856,-93.0915351138706,2012.874812583815
5011,33.466425738308565,-92.16235945784727,2198.7122857120007
5013,33.558068784003794,-92.50302286195226,2139.435946506451
5015,36.341070675519845,-93.53816080557253,2148.465917071089
5017,33.26700487814449,-91.2936751638401,2301.306671992418
5019,34.05092604908562,-93.17635064182191,3006.455054332421
5021,36.36834604394136,-90.41737175452123,2067.6982537211206
5023,35.53817954202885,-92.02671580483447,1961.6836719704702
5025,33.89837300662434,-92.1851418229836,2011.6305869455718
5027,33.21429362788639,-93.22733867386874,2629.539020723037
5029,35.26237700803475,-92.70146404350041,1898.443085089552
5031,35.83080778339927,-90.63285376153702,2312.164782817871
5033,35.588080451875115,-94.24285326937746,2070.4013469504134
5035,35.20563159528039,-90.30783963800512,2089.8251957318776
5037,35.29573594770494,-90.7711517560914,2029.505452386336
5039,33.96988959628559,-92.6543986086725,2258.1920537960978
5041,33.83098083095289,-91.25497208733458,2694.403059256937
5043,33.58942150514722,-91.71995686532625,2794.5984004358534
5045,35.14703263144815,-92.33203022481187,2215.6357585297305
5047,35.512369572743516,-93.89056801305954,2110.1425407589254
5049,36.38166379597959,-91.81824533530919,2037.5740312340033
5051,34.57671472580491,-93.15040006491824,2490.3580839001647
5053,34.29003972564156,-92.42364516584011,2127.73653588533
5055,36.11768007380646,-90.55905712004996,1874.3592042818484
5057,33.73537726488234,-93.66841694220402,2548.1953154101657
5059,34.317653827325756,-92.94613141270587,2107.07724656969
5061,34.088831318650044,-93.99357425551909,2052.6973011626246
5063,35.741586257524695,-91.56968438753148,2536.346323412552
5065,36.0948498558284,-91.91341451950251,1923.8460483917752
5067,35.59920445276897,-91.2145371407213,2100.5258447759793
5069,34.26829804880268,-91.93037018730206,3057.4360759730007
